,alpha,delta,u,g,r,i,z,run_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
78507,359.680341718537,2.20558627787611,21.05961,20.43295,20.27302,20.2457,20.04394,7717,3,327,4.816873122472155e+18,QSO,2.522649,4278,55505,994
54077,9.07927151178131,7.20271238571512,19.51553,18.62324,18.30006,18.18353,18.17109,5656,3,76,2.620014225443023e+18,STAR,-3.740933e-05,2327,53710,164
30201,247.66573355436,40.8950951762451,20.48392,18.49637,17.75201,17.40151,17.20545,2328,3,45,9.19956471104432e+17,GALAXY,0.02930768,817,52381,350
24213,159.72525832199,25.0889024866917,22.97044,22.47499,22.21699,21.53163,21.73816,5112,3,329,1.1779236980269e+19,GALAXY,0.8436242,10462,58158,262
74461,235.419798973379,50.1481074709793,21.66784,21.43752,21.22201,21.04976,20.17986,2299,2,253,9.490403686368958e+18,QSO,0.9443733,8429,57893,703
60295,189.996157750856,19.6755058700844,23.88703,22.83582,21.12288,19.95968,19.4409,5314,3,87,6.592292215896432e+18,GALAXY,0.5752848,5855,56088,539
21745,116.399400530361,33.1065396000621,20.98198,18.85209,17.50638,16.95496,16.55849,6709,4,19,8.501932805062922e+17,GALAXY,0.1921644,755,52235,505
19978,356.196086220069,38.4267052741279,22.5198,20.80109,19.9054,19.49162,19.17205,4135,1,211,2.1201481945443471e+18,STAR,-0.0004118541,1883,53271,286
45681,235.997736242051,29.5682534941074,22.60162,20.40829,18.73073,18.15804,17.76838,3919,3,211,5.316505503643489e+18,GALAXY,0.3428963,4722,55735,22
15803,144.291790950226,17.6069231869571,21.30635,20.78826,20.81671,20.88667,20.14575,5194,4,207,5.981051985201486e+18,QSO,2.599924,5312,56001,988
9721,130.285933646866,60.1357325584931,26.14651,19.79085,18.27872,17.68084,18.21813,4294,2,155,6.42788142566476e+18,GALAXY,0.1826409,5709,56571,432
25405,129.236007782572,45.1490879067,24.36875,21.64203,19.94942,19.27771,18.93711,2243,5,99,7.201375482725816e+18,GALAXY,0.3559102,6396,56358,435
20801,134.840991464958,45.7795088247785,24.7074,23.73173,22.7735,19.22069,17.64203,2825,5,198,6.458296656219888e+18,STAR,0.0001800728,5736,55984,490
80385,249.298199405413,40.8886767917587,20.09645,19.44182,19.43444,19.47421,19.23552,2305,5,50,6.795990763799075e+18,QSO,2.373358,6036,56093,214
94406,342.947209380457,25.8550800153096,23.2118,23.85227,22.17113,21.04508,20.1146,8109,4,127,8.621277667965295e+18,QSO,1.144819,7657,57309,953
27523,218.521750692472,61.3286674018673,20.14343,18.3754,17.36806,16.90632,16.56493,2078,5,205,6.835491014086758e+17,GALAXY,0.1096979,607,52368,465
21368,184.803906309619,33.946173165511,23.48244,22.04304,21.32843,21.0316,20.72941,4576,1,447,1.1536054695237e+19,GALAXY,0.3190179,10246,58171,306
44897,109.454255971504,0.47257925369156,22.50331,19.6613,18.42032,17.85847,17.60257,308,4,21,8.388121819400656e+18,STAR,0.0003547123,7450,56722,609
93953,147.41078443049,30.3561043985864,24.56459,21.95643,21.62675,19.97989,21.30295,4518,1,130,6.531566467598801e+18,STAR,3.608321e-05,5801,56328,804
18974,223.960508767896,49.5878550365485,22.02259,21.20909,20.94816,20.90486,21.06443,3705,1,155,9.458749289465663e+18,STAR,-0.001067084,8401,57482,233
61333,9.87461130770609,-4.78861732106179,24.21947,20.68364,18.79675,18.10234,17.70087,7881,4,88,7.92652731924587e+18,GALAXY,0.3908157,7040,56574,698
9817,128.28932062689,11.4280917601996,25.0601,22.22657,21.05108,19.66104,18.90672,5935,4,79,5.074514811251087e+18,STAR,0.0001859081,4507,55564,305
55465,137.300846733749,31.2492487569026,21.95834,21.82806,21.51931,21.28066,21.25167,3704,3,40,1.201021880970329e+19,QSO,1.544978,10667,58163,889
80574,18.4264402681926,-9.39771794497345,19.49421,17.87799,16.97215,16.42752,16.0434,1740,4,143,7.431987035227034e+17,GALAXY,0.08277663,660,52177,381
68041,211.95816312685,31.5817411558246,25.97864,22.09966,20.91098,19.86157,19.47683,4576,3,600,4.34826593579646e+18,GALAXY,0.6035547,3862,55276,147
21243,178.659485471022,22.2134540548302,23.02713,21.79717,20.15561,19.21565,18.74604,5183,3,310,7.231672524874209e+18,GALAXY,0.4799404,6423,56313,63
4013,9.72236848795794,-4.10264627770471,24.7801,22.18738,21.99846,20.76633,22.8269,7881,6,87,8.899155318329858e+18,QSO,1.170976,7904,57358,154
28567,115.869342750089,14.6037861016687,23.63604,22.4047,20.98182,19.84797,19.17018,4517,2,19,5.063262959008242e+18,GALAXY,0.675765,4497,55564,331
15397,222.196882708129,27.8430134235664,19.60748,18.26802,17.49787,17.08924,16.84588,4576,1,664,2.4118030153810186e+18,GALAXY,0.1229906,2142,54208,456
50565,207.311529054446,24.7675218577335,17.41814,16.34745,15.9552,15.72816,15.59653,4670,1,70,2.3813344373726515e+18,GALAXY,0.02922953,2115,53535,204
5992,24.4047273683317,0.0402123925040611,16.81188,15.49821,15.06064,14.84875,14.65042,4263,4,279,4.515810003973837e+17,GALAXY,0.01640047,401,51788,346
16556,147.730287147786,18.4375845762128,17.79946,16.90478,16.63948,16.52868,16.5137,5194,4,229,6.510077611406024e+18,STAR,0.000683195,5782,56272,452
14982,359.601178474725,28.1477809118177,15.49761,14.51695,14.76245,14.94186,15.05981,4152,1,104,3.1559849233371894e+18,STAR,-0.0007509574,2803,54368,318
25687,121.762584004635,7.82312427199846,19.25681,19.11906,18.8899,18.74261,18.7112,5972,3,40,2.893616155367336e+18,QSO,1.434081,2570,54081,194
13822,123.986453403666,11.7827110336363,18.5258,17.27517,16.59665,16.20913,15.93984,5182,4,63,2.7247069801690173e+18,GALAXY,0.1002125,2420,54086,106
74035,226.08648443164,7.73950774425655,21.35374,19.45672,17.87746,17.2919,16.90954,3909,4,204,2.043672773070449e+18,GALAXY,0.2859699,1815,53884,598
37974,183.187825926902,29.6713497401064,23.20825,22.34836,20.9964,19.83188,19.27523,5061,3,439,7.286862511852509e+18,GALAXY,0.6385595,6472,56362,139
19306,21.8445312203103,1.17340980159082,21.27141,19.67376,18.67617,18.24733,17.86539,7717,1,475,1.746418420766763e+18,GALAXY,0.1292736,1551,53327,537
46596,325.399495972139,-8.42158549050343,19.23674,18.03786,17.32091,16.89988,16.57526,1737,2,122,1.325209801378e+18,GALAXY,0.1260404,1177,52824,93
28998,331.00247253117,23.1919149935468,19.3535,18.29924,17.89898,17.76518,17.68253,8110,3,53,8.534384632472557e+18,STAR,-0.0005725017,7580,56955,230
78129,5.31458140844529,7.73515132923671,18.04186,17.03151,16.64598,16.48947,16.44217,5636,4,157,1.2735319519771515e+19,STAR,-0.0003431684,11311,58429,966
2185,5.97465061936487,2.90430221599228,20.05987,20.08592,19.91885,19.88355,19.8628,7712,4,369,8.843036238657377e+18,QSO,1.390228,7854,56989,794
41884,325.618992735453,0.145144411265969,21.30565,21.059,20.69709,20.77587,21.19192,4192,4,126,5.792816416374938e+18,QSO,1.294208,5145,55835,223
36072,152.276319070791,17.5331093560397,19.99319,18.06159,17.04408,16.59416,16.22154,5935,5,239,2.912832870798092e+18,GALAXY,0.1240706,2587,54138,472
83776,155.277229717261,18.498650130975,19.07561,18.80462,18.48592,18.38972,18.41746,5935,6,259,1.0778394420233656e+19,QSO,1.134177,9573,57787,562
46042,131.717217476958,56.8812461594902,21.84719,20.12174,19.80725,19.7514,19.73913,3600,6,27,5.798522615133133e+18,QSO,2.804709,5150,56329,502
31118,118.238931330557,12.2658663981679,23.83766,22.31921,20.69972,19.71986,19.16987,5080,5,30,5.073464227957856e+18,GALAXY,0.502297,4506,55568,579
63639,173.441447045422,-1.01111521360827,23.85446,20.12807,18.44525,17.92452,17.77266,756,1,385,3.239282002712619e+18,STAR,0.0009640856,2877,54523,247
73397,185.998669270255,47.6364412719376,25.24855,22.56875,20.73209,19.67522,19.25624,3698,4,174,7.510911645948075e+18,GALAXY,0.6084217,6671,56388,121
3715,220.791430722833,37.3207050375904,20.7576,18.73665,17.65459,17.18813,16.87087,3893,5,360,1.556158100505913e+18,GALAXY,0.1460318,1382,53115,598
50496,163.729707494073,42.9803713769141,21.9547,21.70405,21.48186,21.27371,21.92748,3813,3,124,9.411479359888579e+18,QSO,1.92962,8359,57449,298
98718,252.084017576259,29.1511994209626,20.3047,18.44551,17.46337,17.03136,16.67088,4828,3,30,1.5109717406148465e+18,GALAXY,0.1037989,1342,52793,51
91131,207.666873446563,5.7324678869498,23.72883,22.31791,20.40273,19.48881,19.15955,3841,1,285,5.476488842608664e+18,GALAXY,0.514585,4864,55680,406
34892,182.257843373436,51.1331692821723,20.60538,20.37329,20.141,20.26221,20.04608,2964,6,310,9.261791296691132e+18,QSO,0.9880558,8226,57423,504
72011,8.5147818545791,7.14672553304087,20.36698,20.29225,19.97579,19.91813,19.9613,5656,3,72,1.243684856667651e+19,QSO,1.33889,11046,58398,575
4442,324.244137405695,1.22639671490474,25.18055,22.60741,21.17496,19.85736,19.12279,7717,2,91,4.72331595205341e+18,GALAXY,0.7108114,4195,55452,603
85625,90.8745771790419,22.0841425831333,24.38956,23.53176,21.96379,21.04398,20.18474,6585,1,45,3.278676954177445e+18,QSO,1.206681,2912,54499,205
73837,26.8103372614303,11.9086133798451,24.50712,22.70522,21.0369,20.07924,19.37459,7773,4,485,5.245687331604945e+18,GALAXY,0.4336988,4659,55587,435
93302,18.927093160186,0.36435552146706,21.97501,19.38153,18.02762,17.49023,17.05368,4858,4,481,4.759402748797278e+18,GALAXY,0.2429333,4227,55481,814
23311,12.1150696350505,2.7050589440006,20.53954,20.3083,20.00545,20.0079,20.17703,7712,4,410,4.848324653910088e+18,QSO,1.078074,4306,55584,726
47320,40.7640315683281,0.309363322872054,24.01842,21.14307,19.48889,18.23199,17.59643,4874,4,693,1.7013323903218747e+18,STAR,0.0001577052,1511,52946,355
29156,348.414195104473,0.687336821319593,22.75452,20.19301,18.37061,17.69489,17.32156,4188,5,32,4.2913612016965434e+17,GALAXY,0.3668523,381,51811,612
52052,115.525341230477,42.3319863959458,18.069,16.75854,16.21026,16.0003,15.90502,6573,6,216,3.5590702910218977e+18,STAR,-0.0003320909,3161,54779,366
36618,173.888215640862,49.2772594866407,23.59711,21.8139,20.26896,19.35664,18.86923,2964,3,273,7.526906241999984e+18,GALAXY,0.5032687,6685,56412,965
56560,144.866051957185,54.8994801977138,20.66415,18.56631,17.49818,17.0204,16.68913,2074,2,160,6.260504093870264e+17,GALAXY,0.1676835,556,51991,182
61943,332.122511616211,4.35669327042233,26.63081,21.79711,20.0516,19.24312,18.77019,7765,4,136,4.861782400081091e+18,GALAXY,0.4593527,4318,55508,533
78276,138.4404852592,35.7294760701583,22.32958,20.7134,19.05165,18.39321,17.95647,3560,6,212,5.229807910402677e+18,GALAXY,0.4013312,4645,55623,10
55469,15.7307545172617,-10.4304935071842,19.36409,18.01856,17.45161,17.22348,17.14956,1740,2,125,3.50049298532438e+18,STAR,0.00024683,3109,54833,255
75507,183.254910580942,34.1703958810777,23.96575,21.48054,20.13837,19.56204,19.2593,4576,2,438,1.153485595251706e+19,GALAXY,0.2249282,10245,58161,41
2767,19.4089199897721,-0.438862680012265,22.51027,22.7587,22.2378,21.77806,21.16616,4858,2,484,1.0502543169614535e+19,GALAXY,0.9167365,9328,57727,541
98306,25.3488038783278,-7.46800071500367,18.93769,16.95993,16.06759,15.63443,15.30767,7885,2,49,8.063715584586832e+18,GALAXY,0.07606138,7162,56605,74
57282,12.3535688915586,-9.96399616540645,19.58859,18.32674,17.72828,17.37662,17.11022,1740,3,103,7.386104410134547e+17,GALAXY,0.05589567,656,52148,73
32271,198.217716399952,45.9658944143462,20.64797,18.50496,17.31135,16.83127,16.4387,3699,2,82,1.6426937888140431e+18,GALAXY,0.1547747,1459,53117,21
3272,353.957307976592,26.2974935341501,24.63471,22.27285,19.64912,18.81288,19.75288,8103,2,59,7.09431081595282e+18,STAR,3.193591e-05,6301,56543,56
13643,189.773526911222,-3.72999688597809,19.67263,18.10336,17.23146,16.80227,16.52686,1231,1,137,3.771885969746432e+17,GALAXY,0.1335023,335,52000,44
92559,246.271320365717,62.0624062527595,21.5714,18.94348,17.60908,16.99118,16.59868,6162,2,95,2.8823623810595164e+18,STAR,-2.703969e-05,2560,54205,213
16615,158.244813676603,30.7608914409063,24.80873,20.975,19.13435,18.39971,17.99753,4576,1,296,7.263262319328909e+18,GALAXY,0.4194098,6451,56358,298
69667,192.44766279877,20.811992938281,21.1199,20.12664,19.83763,19.76915,19.29011,5314,6,102,6.594548138945829e+18,STAR,0.0004276681,5857,56092,554
54586,199.564276207999,55.4711074740633,25.55936,21.75277,20.35534,19.5418,19.16068,3712,1,144,7.687822792683969e+18,GALAXY,0.3851639,6828,56430,648
98743,323.55409371599,-0.78784521696747,21.50496,20.08817,19.40684,19.02467,18.75794,4187,2,106,1.1586219714963313e+18,GALAXY,0.1330545,1029,52912,258
57630,210.064506121279,0.583563145769175,22.87002,21.95919,20.09432,19.11447,18.66195,752,5,444,4.5454556556126013e+18,GALAXY,0.4758882,4037,55631,719
97914,185.578722349203,53.6819842256781,18.17129,17.56188,17.32172,17.05127,17.03631,2883,6,203,9.953958879140516e+17,GALAXY,0.1215328,884,52374,365
62833,199.062132009306,5.38033366429614,20.0828,18.69254,17.77047,17.33793,17.04187,2247,5,255,9.582596078415647e+17,GALAXY,0.1700366,851,52376,432
963,248.878841078887,46.7346164661926,25.24271,23.23753,21.80505,20.61723,19.7079,1453,3,53,9.616398379170159e+18,STAR,0.000149184,8541,58257,317
58091,143.452346659519,52.0806162955759,21.19212,20.03799,19.6359,19.39287,19.49024,2243,3,176,8.385895858395437e+18,STAR,-0.0005318521,7448,56739,703
42647,357.983193200018,-7.08108611429304,19.6878,18.7601,18.48402,18.38241,18.34589,8100,4,306,8.045893050319526e+18,STAR,-0.0006884161,7146,56573,772
94501,171.983089919052,41.1028060402056,23.15124,24.82232,21.89274,20.49262,19.83857,3840,2,110,9.421585795591199e+18,GALAXY,0.6084423,8368,57431,201
70274,198.199465445363,-1.30652525751097,24.06814,21.63503,21.20164,21.3558,21.57958,2334,6,16,4.5634780249102966e+18,QSO,1.268609,4053,55591,748
51854,198.928319416843,63.8562691037073,25.46746,22.94102,21.35552,19.95359,19.63019,1345,2,403,7.682260092792886e+18,GALAXY,0.7327859,6823,56687,891
20304,126.54266261252,28.3416231754316,24.06346,22.80865,22.62301,21.79994,22.06469,3560,5,129,1.0822313038050515e+19,GALAXY,0.8384364,9612,57801,593
65887,112.467218406438,26.7913513445815,26.74581,23.902,21.58415,20.69979,22.82688,2825,6,25,1.2481940363215657e+19,STAR,0.0002028847,11086,58401,778
9276,239.984338181866,18.0343456787416,22.5188,20.59623,18.68793,18.0768,17.68897,4649,3,367,2.472576585153145e+18,GALAXY,0.3556917,2196,53534,365
44136,170.759053700737,7.97689408020319,21.77613,21.07759,20.95463,20.90213,20.53177,3015,5,378,6.044997386996308e+18,QSO,2.589298,5369,56272,148
49247,211.754605967604,57.8581526741013,21.35306,20.77896,20.50052,20.12826,19.96654,3225,5,43,7.660867165902624e+18,QSO,1.819567,6804,56447,888
478,243.303226575627,53.004321287613,23.52547,22.87886,21.37714,20.35796,19.5767,1412,5,375,9.077157744633731e+18,GALAXY,0.6506304,8062,58251,555
80172,21.4872574977988,-9.29029817767658,20.60101,18.62265,17.58112,17.06162,16.67244,1740,4,164,3.240456555035912e+18,GALAXY,0.1013526,2878,54465,424
43984,124.287982482829,26.2604680046127,19.01107,17.89529,17.19705,16.76921,16.53862,3560,4,110,1.4255212689076e+18,GALAXY,0.1389579,1266,52709,480
19245,214.438261346387,30.2220057316849,23.07837,22.10218,20.51597,19.379,18.82136,4576,1,616,7.315217266911761e+18,GALAXY,0.581275,6497,56329,893
78259,13.7363156176702,-1.03295784151205,23.56721,23.53477,22.19686,21.76117,20.82865,4858,1,446,1.0481153001351567e+19,GALAXY,0.9937876,9309,58074,548
66472,10.2376909529932,27.4632387445458,26.27072,20.6301,18.80901,17.89409,17.50487,8103,4,156,7.065119601869478e+18,GALAXY,0.4438089,6275,56245,355
43132,134.71762360303,56.941714504259,21.11705,21.00973,20.83832,20.75138,20.49456,3600,3,35,8.195633348238137e+18,QSO,1.015405,7279,57071,756
65495,131.060652261217,31.3586775586094,22.28617,22.31479,21.95923,21.95303,21.82151,3606,5,53,1.2007899944596e+19,STAR,0.001459124,10665,58456,645
56448,183.764132086023,36.0979296485459,22.6515,21.13602,20.88949,20.9361,20.83541,4552,6,94,5.193976200306121e+18,STAR,0.0006069168,4613,55591,727
68817,210.730699770019,22.6806321518538,23.46131,22.18637,20.63519,19.81638,19.49025,4678,3,64,6.609260428706208e+18,GALAXY,0.4758709,5870,56065,829
74268,140.159675117682,27.3959103444993,25.61782,22.70557,21.14354,20.15704,19.74903,4518,1,83,6.526937522723117e+18,GALAXY,0.5901858,5797,56273,348
89303,337.637263981805,32.6035319799215,26.08431,23.94421,22.46361,21.03405,20.0325,8156,5,110,8.680905299409e+18,GALAXY,0.6090963,7710,58284,789
1447,180.408861690821,3.8131083698511,17.68916,15.97373,15.15367,14.68167,14.36919,2247,1,131,9.46893956128467e+17,QSO,0.07351141,841,52375,44
93085,193.625379300042,49.4461689198282,20.04845,18.5817,18.00232,17.75429,17.64776,3650,3,46,3.291037390092658e+18,STAR,-8.528715e-05,2923,54563,116
12640,175.42688210935,42.0648427815687,22.03489,21.48417,21.31198,20.90043,20.46965,3893,3,128,9.42291098231612e+18,QSO,2.214759,8369,57451,926
68829,357.677860608632,-7.24193954831581,18.99577,18.07433,17.77546,17.69728,17.65218,8095,4,285,8.045860614726505e+18,STAR,-0.0003746099,7146,56573,654
31025,247.184804915901,56.6448090035129,23.06804,20.65316,19.18783,18.61991,18.3259,5362,4,107,9.07945764814824e+18,GALAXY,0.2869052,8064,58255,730
3559,322.322935741965,0.951752151532229,24.51246,22.96184,21.88831,21.37808,20.54829,4187,6,98,1.0388824533683687e+19,GALAXY,0.8284128,9227,57932,531
43443,155.791571217638,17.3365816679201,24.18521,21.9645,20.72861,19.76599,19.24856,5935,3,261,6.009174468748137e+18,GALAXY,0.6153149,5337,55987,897
58518,166.794844354024,18.4300051719621,23.16743,22.40919,20.72788,19.66018,19.11103,5313,2,52,6.629523877847652e+18,GALAXY,0.5406846,5888,56041,819
44070,228.943217630251,51.7599772042823,19.4448,18.28528,17.85085,17.71727,17.65499,3225,4,120,3.712220443739e+18,STAR,-0.0002910221,3297,54941,467
69041,221.759225157806,0.590782277909153,20.59509,20.42423,20.41045,20.28555,20.17602,752,5,522,6.046437432319283e+17,QSO,1.518949,537,52027,129
22684,41.4220979343392,0.907164163678446,20.28191,20.01732,20.05199,20.0126,19.793,7717,1,606,7.961352405977926e+17,QSO,0.6792966,707,52177,451
98353,39.1137934698733,0.452839713351248,20.86518,19.52775,18.86493,18.47054,18.29377,4263,5,377,1.7554503580936049e+18,GALAXY,0.1808932,1559,53271,627
39849,358.646739228569,14.7760113143862,18.96465,17.75168,17.18045,16.94204,16.81341,1739,3,294,3.525208905493881e+18,STAR,-0.0001675526,3131,54731,59
48653,218.942238423824,44.5706923419244,20.30623,18.37504,17.32424,16.89623,16.54358,2964,3,478,1.4513790340332524e+18,GALAXY,0.1265833,1289,52734,342
48236,0.860966942043774,4.72782653148229,21.86012,21.91438,21.23981,21.10147,20.99799,7727,3,72,9.843939002037852e+18,QSO,1.236654,8743,57663,713
25831,35.5922106301839,1.00460054427391,23.46943,22.30444,20.42634,19.76435,19.33822,7717,1,567,2.969115502774872e+18,GALAXY,0.423988,2637,54504,427
28827,228.250445863754,38.5562110382563,25.66357,21.83887,20.08567,19.19575,18.84376,3699,4,238,5.817548834805668e+18,GALAXY,0.4930344,5167,56066,87
99215,19.3108981804615,11.4816232440599,23.02144,24.66516,22.50511,21.04251,19.29961,7787,2,328,1.2468342979252476e+19,GALAXY,1.16435,11074,58488,463
30696,241.524503028852,45.1184372672371,23.61389,22.67116,21.41681,20.16739,19.48778,3226,6,54,9.600796852888031e+18,GALAXY,0.6286467,8527,57897,903
53755,233.686164084481,37.2551592548017,25.88199,22.05958,20.32896,19.3827,18.96585,3723,6,60,5.603683927279819e+18,GALAXY,0.4674051,4977,56047,291
97710,162.132390113724,38.9529010056715,19.73553,18.42879,17.45935,17.00979,16.75758,3704,1,185,1.6134289110755185e+18,GALAXY,0.2244471,1433,53035,52
73012,144.591783840392,29.2699431105918,20.45096,18.59137,17.65098,17.22343,16.95946,4518,1,112,2.1865350597779397e+18,GALAXY,0.1232931,1942,53415,136
74079,347.053689560287,0.752821961736659,18.83358,17.73063,17.35632,17.19784,17.14778,4188,5,23,1.0363917018194e+19,STAR,-0.0001876975,9205,57711,30
7520,157.873167373849,64.8837808514478,23.68248,20.49889,18.7672,18.0983,17.82453,1412,3,94,7.974833815339423e+18,GALAXY,0.393627,7083,56722,308
38697,159.067803416224,17.7559905901385,20.25847,18.73364,17.84282,17.33316,16.92109,5935,3,282,2.919504707976194e+18,GALAXY,0.07446992,2593,54175,168
51006,217.265790204985,15.9537298178307,19.6128,19.58076,19.23048,19.31281,19.32966,5326,6,113,3.0929617392018657e+18,QSO,1.103997,2747,54233,417
17539,238.075878154287,39.2091143590697,21.68237,21.29302,19.98752,19.52843,19.22639,3964,6,161,1.892759292654676e+18,GALAXY,0.437911,1681,53172,442
41085,52.3052329979068,-0.704138088453982,24.96036,21.74339,20.13703,18.68179,17.91185,3438,2,149,4.6732848117739725e+17,STAR,0.0003328721,415,51810,291
41009,130.396259880829,4.92331223252199,19.55643,18.34923,17.89712,17.71573,17.66377,2986,5,79,3.707615688706335e+18,STAR,0.0001659998,3293,54921,99
3585,146.460728196587,24.479331637404,19.09223,18.17939,17.80841,17.50564,17.95096,5061,4,219,2.5852413460003164e+18,GALAXY,0.06726606,2296,53735,637
21161,179.288786669869,22.3237182993488,19.94222,18.48869,17.64571,17.23742,16.93577,5183,3,314,2.829549812846717e+18,GALAXY,0.1354832,2513,54141,594
43577,343.47469555655,0.115385004072056,23.96113,22.35276,22.26366,21.81123,22.55213,4192,4,245,1.0303372691261118e+19,STAR,0.001125413,9151,58067,955
79032,164.896172468779,27.2245964673494,22.38169,22.86643,21.97952,21.55645,20.89603,5061,1,330,1.1791626551900264e+19,GALAXY,1.121798,10473,58142,279
57102,202.01847339128,63.4993186792835,23.93241,21.37468,19.60737,18.88409,18.69862,1345,2,412,7.680972290201507e+18,GALAXY,0.4016541,6822,56711,302
72150,134.649754454806,50.3139514294974,19.45141,18.12674,17.47412,17.06115,16.72821,2074,3,109,6.203964457526497e+17,GALAXY,0.0379768,551,51993,93
87411,125.885396028098,50.7754687935157,23.13459,21.78776,20.42664,19.58712,19.15316,1402,3,141,8.230486760985221e+18,STAR,0.0001081915,7310,56693,576
83182,132.447944108261,31.3998151849809,20.6163,18.92781,17.67224,17.16653,16.77223,3560,4,168,1.430034219114981e+18,GALAXY,0.1943613,1270,52991,514
22519,181.550927521775,51.1253861979788,16.64809,15.75991,15.55051,15.46336,15.46692,2964,6,307,3.258467931129932e+18,STAR,-0.000826231,2894,54539,413
69564,175.299592963878,20.2137908764897,19.98574,18.43331,17.32656,16.87086,16.50417,5313,5,106,2.8216259080607764e+18,GALAXY,0.1647325,2506,54179,439
65993,202.674509332932,56.6239821295432,21.95151,21.73113,20.90112,19.80893,19.68638,3705,4,59,9.23476806199072e+18,GALAXY,0.7096423,8202,58158,498
6084,132.608554784131,55.19531662659,18.33301,16.94531,16.81998,16.82485,16.92159,3600,2,21,3.565756421951824e+18,STAR,0.0001310881,3167,54822,114
41422,21.8507246658256,0.0738341961657284,24.63449,21.58525,21.70602,24.36177,22.24631,4263,4,261,4.761518209504664e+18,STAR,-0.0004617423,4229,55501,318
78284,350.590892944153,1.12593667922791,20.65993,20.34299,20.14678,19.9156,19.54696,4188,6,47,7.657265976500819e+17,QSO,0.7597347,680,52200,417
81464,156.051102163265,18.8527486336038,26.19212,22.55353,21.78187,20.98948,20.10274,5194,1,281,1.0778448846059231e+19,GALAXY,0.7434297,9573,57787,760
79480,15.4268781454022,17.7195223878558,20.40325,20.16137,20.13067,19.98225,19.75439,7845,5,47,8.582759569775941e+18,QSO,1.706298,7623,56901,89
4308,237.08691201288,47.3876740598654,23.57573,21.65674,20.11818,19.26815,18.87374,3226,5,29,7.577435948339976e+18,GALAXY,0.5564024,6730,56425,471
97729,142.293810297167,22.9680408888949,20.64469,18.67826,17.48963,17.01204,16.65866,5071,3,189,2.581743249672661e+18,GALAXY,0.1632376,2293,53730,199
54272,239.362662091264,43.9255180538866,18.85694,17.8873,17.41681,17.22612,17.14945,3225,1,190,3.902491756515664e+18,STAR,-0.001492186,3466,54998,446
40143,231.567907378707,45.7798848690457,25.23809,23.30753,21.01012,19.96304,19.31324,3187,1,44,9.587247576048226e+18,GALAXY,0.5241855,8515,58192,763
55969,1.87123630084841,24.588282965941,24.55257,24.27367,22.07933,20.73167,19.85705,7708,3,216,8.630274422178339e+18,GALAXY,0.6045253,7665,57328,915
89170,181.738329373868,38.8132523315627,20.52058,18.66883,17.62049,17.18283,16.80938,3900,1,358,2.373535875234556e+18,GALAXY,0.1344071,2108,53473,505
73303,130.363414824966,30.8369575702874,23.7288,23.83418,20.74176,24.36242,22.82475,3606,5,47,3.3326976107576294e+18,STAR,-9.015808e-05,2960,54561,123
56331,217.37380300782,51.7417909289121,18.62951,17.58995,17.10212,16.70516,16.55542,3712,1,218,1.494154160310872e+18,GALAXY,0.1156017,1327,52781,309
31640,216.905690793448,52.5597671215623,19.40327,18.4678,18.17772,18.06894,18.04843,3705,2,120,7.563937518510691e+18,STAR,-0.000315288,6718,56398,516
10650,350.346257555796,0.680310388926582,21.2568,20.40719,19.6225,19.37449,19.15305,4188,5,45,7.657408913012429e+17,GALAXY,0.3069799,680,52200,469
22771,354.260994957423,26.8592526538053,26.1831,21.83355,20.46233,19.68406,19.36901,8103,3,61,7.336504915597219e+18,GALAXY,0.4311305,6516,56571,513
72081,16.542694917034,-0.886555760890984,25.29297,22.94447,20.81163,19.90774,19.55298,4858,1,465,4.206464119145257e+18,QSO,1.835003,3736,55214,371
60214,240.334984171871,33.8812384674788,22.43946,24.76646,22.16158,20.86847,19.80658,3965,3,73,1.229616440216888e+19,GALAXY,0.6519969,10921,58251,769
80367,348.615672649339,28.5313149787286,23.73325,23.6992,22.07655,20.75896,19.96103,8162,2,180,8.674184522638842e+18,STAR,-4.176174e-05,7704,57572,915
50392,118.637422376893,18.3280592196254,17.61913,16.55644,16.24101,15.98158,15.80929,6597,4,159,2.161878234952657e+18,GALAXY,0.04483093,1920,53314,547
49484,239.007467966251,23.1685666490287,23.98175,21.29231,20.82451,20.63067,20.41359,4512,1,268,4.4306014904917914e+18,STAR,-1.731248e-05,3935,55326,674
5326,4.79671270525712,-4.0693863521073,22.57292,21.84013,22.03639,21.11503,20.72848,7881,6,54,1.0519486368719327e+19,GALAXY,0.7200233,9343,57715,740
44240,163.573109569857,-3.19446056426706,25.11264,21.91564,21.57312,21.492,21.31463,1140,1,71,4.246952811261352e+18,QSO,1.280384,3772,55277,212
84950,215.417879468045,15.9876953268136,23.64934,22.0874,20.36594,19.50736,19.00255,5322,5,39,6.148708542146959e+18,GALAXY,0.5040514,5461,56018,615
45385,190.563610484223,34.0693631317158,21.68703,21.09062,20.68258,20.28672,20.0611,4576,2,479,4.471041528094284e+18,QSO,1.833372,3971,55322,338
44658,50.0789760374062,0.394789312698266,19.2291,18.03366,17.41609,17.02264,16.85478,4849,4,789,4.651396285889516e+17,GALAXY,0.06678931,413,51821,520
44483,201.394754007776,3.19127873733976,19.9235,18.28111,17.32576,16.89405,16.58338,1458,5,511,5.934419240529695e+17,GALAXY,0.1413725,527,52342,337
